Participant ID,Name,Competition,Team Name,Category,Detail,Place,Status
670,Joelyn Honnen,30m Wheel Walk,N/A,Female 15-18,00:09.042,7,N/A
670,Joelyn Honnen,4x100 Relay,262_264_670_667,15+,01:11.353,18,N/A
670,Joelyn Honnen,Slow Forward,N/A,Female 16+,N/A,DQ,DQ
670,Joelyn Honnen,10k Standard,N/A,Female 15-18,48:32.582,15,N/A
670,Joelyn Honnen,10k Standard,N/A,Expert Female,48:32.582,62,N/A
670,Joelyn Honnen,Slow Backward,N/A,Female 16+,00:20.03,6,N/A
671,Dong min Lee,100m,N/A,Male 15-18,00:17.952,18,N/A
671,Dong min Lee,400m,N/A,Male 15-18,01:26.682,23,N/A
671,Dong min Lee,50m One-Foot,N/A,Male 15-18,00:15.415,15,N/A
671,Dong min Lee,IUF Slalom,N/A,Male 15-18,00:29.92,25,N/A
672,Seo Ryeung Lee,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:18.319,20,N/A
672,Seo Ryeung Lee,400m,N/A,"Female 0-12 (24""), 24"" Wheel",01:23.332,25,N/A
672,Seo Ryeung Lee,50m One-Foot,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
672,Seo Ryeung Lee,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",00:27.97,26,N/A
672,Seo Ryeung Lee,30m Wheel Walk,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
673,Ju hyun Lee,100m,N/A,"Male 0-12 (24""), 24"" Wheel",00:19.047,21,N/A
673,Ju hyun Lee,400m,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
673,Ju hyun Lee,50m One-Foot,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
673,Ju hyun Lee,IUF Slalom,N/A,"Male 0-12 (24""), 24"" Wheel",00:30.89,40,N/A
674,Min Ju Kim,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:26.832,42,N/A
674,Min Ju Kim,400m,N/A,"Female 0-12 (24""), 24"" Wheel",01:42.797,41,N/A
674,Min Ju Kim,800m,N/A,"Female 0-12 (24""), 24"" Wheel",03:36.379,36,N/A
674,Min Ju Kim,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
674,Min Ju Kim,Stillstand,N/A,Female 0-11,00:02.11,13,N/A
674,Min Ju Kim,Stillstand,N/A,Expert Female,00:02.11,57,N/A
674,Min Ju Kim,Slow Forward,N/A,Female 11-12,N/A,DQ,DQ
674,Min Ju Kim,10k Standard,N/A,"Female 0-12, 24"" Wheel",1:24:53.247,34,N/A
674,Min Ju Kim,10k Standard,N/A,Expert Female,1:24:53.247,105,N/A
675,Kwangsik Jeon,100m,N/A,Male 40-49,N/A,DQ,DQ
675,Kwangsik Jeon,400m,N/A,Male 40-49,N/A,DQ,DQ
675,Kwangsik Jeon,50m One-Foot,N/A,Male 30-49,N/A,DQ,DQ
675,Kwangsik Jeon,800m,N/A,Male 40-49,N/A,DQ,DQ
675,Kwangsik Jeon,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
675,Kwangsik Jeon,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
675,Kwangsik Jeon,30m Wheel Walk,N/A,Male 30-49,N/A,DQ,DQ
675,Kwangsik Jeon,Muni Downhill Beginner,N/A,Male 30-49,N/A,DQ,DQ
675,Kwangsik Jeon,Muni Cross Country Beginner,N/A,Male 30-49,0:34:02,10,N/A
676,Chachoul Choi,100m,N/A,Male 50+,N/A,DQ,DQ
676,Chachoul Choi,400m,N/A,Male 50+,N/A,DQ,DQ
676,Chachoul Choi,Muni Downhill Beginner,N/A,Male 50+,0:09:19,5,N/A
676,Chachoul Choi,Muni Cross Country Beginner,N/A,Male 50+,N/A,DQ,DQ
676,Chachoul Choi,10k Standard,N/A,Male 50+,1:16:10.017,13,N/A
676,Chachoul Choi,10k Standard,N/A,Expert Male,1:16:10.017,118,N/A
677,SANG HYUN PARK,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
677,SANG HYUN PARK,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
677,SANG HYUN PARK,Muni Downhill Beginner,N/A,Male 15-29,N/A,DQ,DQ
677,SANG HYUN PARK,Muni Cross Country Beginner,N/A,Male 19-29,N/A,DQ,DQ
677,SANG HYUN PARK,Cyclocross Standard,N/A,Male 19-29,N/A,DQ,DQ
677,SANG HYUN PARK,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
677,SANG HYUN PARK,Marathon Unlimited,N/A,Male 19-24,N/A,DQ,DQ
677,SANG HYUN PARK,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
677,SANG HYUN PARK,100k Unlimited Solo,N/A,Male 19-24,N/A,DQ,DQ
677,SANG HYUN PARK,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
678,Deoksu Cho,100m,N/A,"Male 0-12 (24""), 24"" Wheel",00:19.862,26,N/A
678,Deoksu Cho,400m,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
678,Deoksu Cho,50m One-Foot,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
678,Deoksu Cho,800m,N/A,"Male 0-12 (24""), 24"" Wheel",02:43.192,18,N/A
678,Deoksu Cho,30m Wheel Walk,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
679,Yuki Kaneko,100m,N/A,Female 30-39,00:16.970,1,N/A
679,Yuki Kaneko,400m,N/A,Female 30-39,01:10.029,1,N/A
679,Yuki Kaneko,50m One-Foot,N/A,Female 30+,00:14.061,3,N/A
679,Yuki Kaneko,800m,N/A,Female 30-39,02:31.743,1,N/A
679,Yuki Kaneko,Downhill Gliding,N/A,Female 19+,N/A,DQ,DQ
679,Yuki Kaneko,Downhill Gliding,N/A,Expert Female,N/A,DQ,DQ
679,Yuki Kaneko,IUF Slalom,N/A,Female 30+,00:26.86,2,N/A
679,Yuki Kaneko,Stillstand,N/A,Female 15+,00:02.83,23,N/A
679,Yuki Kaneko,Stillstand,N/A,Expert Female,00:02.83,50,N/A
679,Yuki Kaneko,Track Coasting,N/A,Female 19+,N/A,DQ,DQ
679,Yuki Kaneko,Track Coasting,N/A,Expert Female,N/A,DQ,DQ
679,Yuki Kaneko,Slow Forward,N/A,Female 16+,N/A,DQ,DQ
679,Yuki Kaneko,10k Standard,N/A,Female 30+,37:28.482,1,N/A
679,Yuki Kaneko,10k Standard,N/A,Expert Female,37:28.482,22,N/A
679,Yuki Kaneko,Slow Backward,N/A,Female 16+,N/A,DQ,DQ
679,Yuki Kaneko,30m Wheel Walk,N/A,Female 30+,00:17.290,5,N/A
679,Yuki Kaneko,4x100 Relay,Cherry Blossoms,15+,01:04.946,12,N/A
680,Hyewon Kang,100m,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
680,Hyewon Kang,400m,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
680,Hyewon Kang,50m One-Foot,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
680,Hyewon Kang,800m,N/A,"Female 0-10 (20""), 20"" Wheel",03:46.861,27,N/A
680,Hyewon Kang,IUF Slalom,N/A,"Female 0-10 (20""), 20"" Wheel",00:34.94,18,N/A
680,Hyewon Kang,10m Wheel Walk,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
681,Yeho Shin,100m,N/A,"Male 0-10 (20""), 20"" Wheel",00:19.052,5,N/A
681,Yeho Shin,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:23.294,10,N/A
681,Yeho Shin,50m One-Foot,N/A,"Male 0-10 (20""), 20"" Wheel",00:12.643,10,N/A
681,Yeho Shin,800m,N/A,"Male 0-10 (20""), 20"" Wheel",03:00.273,13,N/A
681,Yeho Shin,IUF Slalom,N/A,"Male 0-10 (20""), 20"" Wheel",00:27.02,14,N/A
681,Yeho Shin,10m Wheel Walk,N/A,"Male 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
683,Jia-Rui Chen,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:17.566,14,N/A
683,Jia-Rui Chen,400m,N/A,"Female 0-12 (24""), 24"" Wheel",01:08.164,6,N/A
683,Jia-Rui Chen,50m One-Foot,N/A,"Female 0-12 (24""), 24"" Wheel",00:10.600,11,N/A
683,Jia-Rui Chen,800m,N/A,"Female 0-12 (24""), 24"" Wheel",02:29.300,9,N/A
683,Jia-Rui Chen,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",00:24.44,13,N/A
683,Jia-Rui Chen,4x100 Relay,683_688_837_839,0-14,01:09.859,10,N/A
684,Tsung-Han Lin,100m,N/A,"Male 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
684,Tsung-Han Lin,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:20.984,6,N/A
684,Tsung-Han Lin,50m One-Foot,N/A,"Male 0-10 (20""), 20"" Wheel",00:11.833,6,N/A
684,Tsung-Han Lin,800m,N/A,"Male 0-10 (20""), 20"" Wheel",02:51.218,8,N/A
684,Tsung-Han Lin,IUF Slalom,N/A,"Male 0-10 (20""), 20"" Wheel",00:24.84,7,N/A
685,Yu-Ching Wu,100m,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
685,Yu-Ching Wu,400m,N/A,"Male 0-12 (24""), 24"" Wheel",01:12.422,13,N/A
685,Yu-Ching Wu,50m One-Foot,N/A,"Male 0-12 (24""), 24"" Wheel",00:10.705,15,N/A
685,Yu-Ching Wu,800m,N/A,"Male 0-12 (24""), 24"" Wheel",02:31.014,7,N/A
685,Yu-Ching Wu,IUF Slalom,N/A,"Male 0-12 (24""), 24"" Wheel",00:25.08,15,N/A
685,Yu-Ching Wu,4x100 Relay,685_686_687_689,0-14,01:25.263,14,N/A
686,Chung-Min Hung,100m,N/A,"Male 0-12 (24""), 24"" Wheel",00:16.926,11,N/A
686,Chung-Min Hung,400m,N/A,"Male 0-12 (24""), 24"" Wheel",01:09.284,6,N/A
686,Chung-Min Hung,50m One-Foot,N/A,"Male 0-12 (24""), 24"" Wheel",00:12.184,23,N/A
686,Chung-Min Hung,800m,N/A,"Male 0-12 (24""), 24"" Wheel",02:28.779,5,N/A
686,Chung-Min Hung,IUF Slalom,N/A,"Male 0-12 (24""), 24"" Wheel",00:29.11,32,N/A
686,Chung-Min Hung,4x100 Relay,685_686_687_689,0-14,01:25.263,14,N/A
687,Tzu-Ke Lin,100m,N/A,"Male 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
687,Tzu-Ke Lin,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:18.338,2,N/A
687,Tzu-Ke Lin,50m One-Foot,N/A,"Male 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
687,Tzu-Ke Lin,800m,N/A,"Male 0-10 (20""), 20"" Wheel",02:52.332,9,N/A
687,Tzu-Ke Lin,IUF Slalom,N/A,"Male 0-10 (20""), 20"" Wheel",00:25.69,12,N/A
687,Tzu-Ke Lin,4x100 Relay,685_686_687_689,0-14,01:25.263,14,N/A
688,Yu-Chen Wu,100m,N/A,"Female 0-10 (20""), 20"" Wheel",00:19.602,2,N/A
688,Yu-Chen Wu,400m,N/A,"Female 0-10 (20""), 20"" Wheel",01:22.550,3,N/A
688,Yu-Chen Wu,50m One-Foot,N/A,"Female 0-10 (20""), 20"" Wheel",00:11.798,3,N/A
688,Yu-Chen Wu,800m,N/A,"Female 0-10 (20""), 20"" Wheel",02:54.432,4,N/A
688,Yu-Chen Wu,IUF Slalom,N/A,"Female 0-10 (20""), 20"" Wheel",00:27.70,6,N/A
688,Yu-Chen Wu,4x100 Relay,683_688_837_839,0-14,01:09.859,10,N/A
688,Yu-Chen Wu,10m Wheel Walk,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
689,Wei-Chieh Lin,100m,N/A,"Male 0-10 (20""), 20"" Wheel",00:18.608,2,N/A
689,Wei-Chieh Lin,400m,N/A,"Male 0-10 (20""), 20"" Wheel",01:20.461,4,N/A
689,Wei-Chieh Lin,50m One-Foot,N/A,"Male 0-10 (20""), 20"" Wheel",00:13.095,12,N/A
689,Wei-Chieh Lin,800m,N/A,"Male 0-10 (20""), 20"" Wheel",02:53.941,11,N/A
689,Wei-Chieh Lin,IUF Slalom,N/A,"Male 0-10 (20""), 20"" Wheel",00:27.55,17,N/A
689,Wei-Chieh Lin,4x100 Relay,685_686_687_689,0-14,01:25.263,14,N/A
690,Su An Back,100m,N/A,Male 13-14,00:17.556,13,N/A
690,Su An Back,400m,N/A,Male 13-14,01:13.906,12,N/A
690,Su An Back,50m One-Foot,N/A,Male 13-14,00:14.131,15,N/A
690,Su An Back,800m,N/A,Male 13-14,02:42.009,13,N/A
690,Su An Back,IUF Slalom,N/A,Male 13-14,00:27.75,18,N/A
690,Su An Back,30m Wheel Walk,N/A,Male 13-14,N/A,DQ,DQ
690,Su An Back,Muni Uphill,N/A,Male 0-14,N/A,DQ,DQ
690,Su An Back,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
690,Su An Back,Muni Downhill Beginner,N/A,Male 0-14,N/A,DQ,DQ
690,Su An Back,Slow Forward,N/A,Male 13-15,N/A,DQ,DQ
690,Su An Back,Muni Cross Country Beginner,N/A,Male 0-14,N/A,DQ,DQ
690,Su An Back,Cyclocross Standard,N/A,Male 0-14,N/A,DQ,DQ
690,Su An Back,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
690,Su An Back,10k Standard,N/A,Male 13-14,54:18.074,15,N/A
690,Su An Back,10k Standard,N/A,Expert Male,54:18.074,91,N/A
690,Su An Back,Marathon Standard,N/A,Male 0-14,N/A,DQ,DQ
690,Su An Back,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
690,Su An Back,Slow Backward,N/A,Male 13-15,N/A,DQ,DQ
691,Chae Yoon Park,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:19.161,24,N/A
691,Chae Yoon Park,400m,N/A,"Female 0-12 (24""), 24"" Wheel",01:18.580,20,N/A
691,Chae Yoon Park,50m One-Foot,N/A,"Female 0-12 (24""), 24"" Wheel",00:12.739,23,N/A
691,Chae Yoon Park,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
691,Chae Yoon Park,Muni Uphill,N/A,Female 0-14,N/A,DQ,DQ
691,Chae Yoon Park,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
691,Chae Yoon Park,4x100 Relay,691_692_693_1043,0-14,01:24.247,13,N/A
691,Chae Yoon Park,800m,N/A,"Female 0-12 (24""), 24"" Wheel",02:50.779,22,N/A
691,Chae Yoon Park,Muni Downhill Beginner,N/A,Female 0-14,N/A,DQ,DQ
691,Chae Yoon Park,Slow Forward,N/A,Female 11-12,N/A,DQ,DQ
691,Chae Yoon Park,Muni Cross Country Beginner,N/A,Female 0-14,N/A,DQ,DQ
691,Chae Yoon Park,Cyclocross Standard,N/A,Female 0-14,N/A,DQ,DQ
691,Chae Yoon Park,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
691,Chae Yoon Park,10k Standard,N/A,"Female 0-12, 24"" Wheel",51:07.620,17,N/A
691,Chae Yoon Park,10k Standard,N/A,Expert Female,51:07.620,74,N/A
691,Chae Yoon Park,Marathon Standard,N/A,Female 0-14,N/A,DQ,DQ
691,Chae Yoon Park,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
691,Chae Yoon Park,Slow Backward,N/A,Female 11-12,N/A,DQ,DQ
692,Ji young Kim,Cyclocross Standard,N/A,Female 0-14,N/A,DQ,DQ
692,Ji young Kim,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
692,Ji young Kim,Marathon Standard,N/A,Female 0-14,N/A,DQ,DQ
692,Ji young Kim,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
692,Ji young Kim,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:22.151,30,N/A
692,Ji young Kim,800m,N/A,"Female 0-12 (24""), 24"" Wheel",03:02.628,27,N/A
692,Ji young Kim,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
692,Ji young Kim,Muni Uphill,N/A,Female 0-14,N/A,DQ,DQ
692,Ji young Kim,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
692,Ji young Kim,4x100 Relay,691_692_693_1043,0-14,01:24.247,13,N/A
692,Ji young Kim,400m,N/A,"Female 0-12 (24""), 24"" Wheel",01:25.545,28,N/A
692,Ji young Kim,Muni Downhill Beginner,N/A,Female 0-14,N/A,DQ,DQ
692,Ji young Kim,Slow Forward,N/A,Female 11-12,N/A,DQ,DQ
692,Ji young Kim,Muni Cross Country Beginner,N/A,Female 0-14,N/A,DQ,DQ
692,Ji young Kim,10k Standard,N/A,"Female 0-12, 24"" Wheel",52:32.443,20,N/A
692,Ji young Kim,10k Standard,N/A,Expert Female,52:32.443,79,N/A
693,You ju Bae,10m Wheel Walk,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
693,You ju Bae,100m,N/A,"Female 0-10 (20""), 20"" Wheel",00:24.939,18,N/A
693,You ju Bae,400m,N/A,"Female 0-10 (20""), 20"" Wheel",01:43.669,18,N/A
693,You ju Bae,50m One-Foot,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
693,You ju Bae,800m,N/A,"Female 0-10 (20""), 20"" Wheel",03:04.731,9,N/A
693,You ju Bae,IUF Slalom,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
693,You ju Bae,Muni Uphill,N/A,Female 0-14,N/A,DQ,DQ
693,You ju Bae,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
693,You ju Bae,4x100 Relay,691_692_693_1043,0-14,01:24.247,13,N/A
693,You ju Bae,Muni Downhill Beginner,N/A,Female 0-14,N/A,DQ,DQ
693,You ju Bae,Muni Cross Country Beginner,N/A,Female 0-14,N/A,DQ,DQ
693,You ju Bae,Slow Forward,N/A,Female 0-10,N/A,DQ,DQ
693,You ju Bae,Cyclocross Standard,N/A,Female 0-14,N/A,DQ,DQ
693,You ju Bae,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
693,You ju Bae,10k Standard,N/A,"Female 0-12, 24"" Wheel",1:13:53.306,32,N/A
693,You ju Bae,10k Standard,N/A,Expert Female,1:13:53.306,102,N/A
693,You ju Bae,Marathon Standard,N/A,Female 0-14,N/A,DQ,DQ
693,You ju Bae,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
693,You ju Bae,Slow Backward,N/A,Female 0-10,N/A,DQ,DQ
694,Da Yeon Lee,100m,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
694,Da Yeon Lee,400m,N/A,"Female 0-10 (20""), 20"" Wheel",01:57.510,21,N/A
694,Da Yeon Lee,50m One-Foot,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
694,Da Yeon Lee,800m,N/A,"Female 0-10 (20""), 20"" Wheel",03:14.512,14,N/A
694,Da Yeon Lee,IUF Slalom,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
694,Da Yeon Lee,Muni Downhill Beginner,N/A,Female 0-14,N/A,DQ,DQ
694,Da Yeon Lee,Slow Forward,N/A,Female 0-10,N/A,DQ,DQ
694,Da Yeon Lee,10k Standard,N/A,"Female 0-10, 20"" Wheel",1:21:36.971,9,N/A
694,Da Yeon Lee,10k Standard,N/A,Expert Female,1:21:36.971,104,N/A
694,Da Yeon Lee,Marathon Standard,N/A,Female 0-14,N/A,DQ,DQ
694,Da Yeon Lee,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
694,Da Yeon Lee,Slow Backward,N/A,Female 0-10,N/A,DQ,DQ
694,Da Yeon Lee,Muni Uphill,N/A,Female 0-14,N/A,DQ,DQ
694,Da Yeon Lee,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
694,Da Yeon Lee,Muni Cross Country Beginner,N/A,Female 0-14,N/A,DQ,DQ
694,Da Yeon Lee,Cyclocross Unlimited,N/A,Female 0-16,N/A,DQ,DQ
694,Da Yeon Lee,Cyclocross Unlimited,N/A,Expert Female,N/A,DQ,DQ
694,Da Yeon Lee,10m Wheel Walk,N/A,"Female 0-10 (20""), 20"" Wheel",N/A,DQ,DQ
695,Eugene Sia,Muni Downhill Advanced,N/A,Male 0-18,N/A,DQ,DQ
695,Eugene Sia,Slopestyle Street,N/A,Advanced Male Prelim,47.0 pts,5,N/A
695,Eugene Sia,Trials,N/A,Male 15-17,15.0 pts,9,N/A
696,Haywon Cha,100m,N/A,"Female 0-12 (24""), 24"" Wheel",00:23.036,33,N/A
696,Haywon Cha,400m,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
696,Haywon Cha,50m One-Foot,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
696,Haywon Cha,800m,N/A,"Female 0-12 (24""), 24"" Wheel",03:06.086,29,N/A
696,Haywon Cha,IUF Slalom,N/A,"Female 0-12 (24""), 24"" Wheel",00:35.50,46,N/A
696,Haywon Cha,30m Wheel Walk,N/A,"Female 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
697,Tom Masson,Muni Uphill,N/A,Male 19-29,18:46.50,20,N/A
697,Tom Masson,Muni Uphill,N/A,Expert Male,18:46.50,44,N/A
697,Tom Masson,Muni Downhill Advanced,N/A,Male 19-29,02:19.00,21,N/A
697,Tom Masson,Cyclocross Standard,N/A,Male 19-29,31:37.000 (4 laps),16,N/A
697,Tom Masson,Cyclocross Standard,N/A,Expert Male,31:37.000 (4 laps),37,N/A
697,Tom Masson,Basketball B,Roule ta Bille,N/A,N/A,1,N/A
697,Tom Masson,10k Unlimited,N/A,Male 19-24,29:19.237,8,N/A
697,Tom Masson,10k Unlimited,N/A,Expert Male,29:19.237,24,N/A
697,Tom Masson,Marathon Standard,N/A,Male 21-29,2:09:12,5,N/A
697,Tom Masson,Marathon Standard,N/A,Expert Male,2:09:12,15,N/A
697,Tom Masson,Muni Cross Country Elite Standard,N/A,Male 19-29,1:18:22,13,N/A
697,Tom Masson,Muni Cross Country Elite Standard,N/A,Expert Male,1:18:22,22,N/A
697,Tom Masson,100k Standard Solo,N/A,Male 0-22,5:28:35 (4 laps),4,N/A
697,Tom Masson,100k Standard Solo,N/A,Expert Male,5:28:35 (4 laps),6,N/A
698,Josselin Freudenreich,IUF Slalom,N/A,Male 19-29,N/A,DQ,DQ
698,Josselin Freudenreich,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
698,Josselin Freudenreich,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
698,Josselin Freudenreich,Muni Downhill Advanced,N/A,Male 19-29,N/A,DQ,DQ
698,Josselin Freudenreich,Cyclocross Standard,N/A,Male 19-29,N/A,DQ,DQ
698,Josselin Freudenreich,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
698,Josselin Freudenreich,10k Unlimited,N/A,Male 19-24,24:34.221,4,N/A
698,Josselin Freudenreich,10k Unlimited,N/A,Expert Male,24:34.221,10,N/A
698,Josselin Freudenreich,Marathon Unlimited,N/A,Male 19-24,1:39:57,3,N/A
698,Josselin Freudenreich,Marathon Unlimited,N/A,Expert Male,1:39:57,9,N/A
698,Josselin Freudenreich,100k Unlimited Solo,N/A,Male 19-24,4:05:50 (4 laps),2,N/A
698,Josselin Freudenreich,100k Unlimited Solo,N/A,Expert Male,4:05:50 (4 laps),10,N/A
698,Josselin Freudenreich,Muni Cross Country Elite Standard,N/A,Male 19-29,N/A,DQ,DQ
698,Josselin Freudenreich,Muni Cross Country Elite Standard,N/A,Expert Male,N/A,DQ,DQ
699,Saki Kaneko,100m,N/A,Female 13-14,00:15.932,11,N/A
699,Saki Kaneko,400m,N/A,Female 13-14,01:06.470,12,N/A
699,Saki Kaneko,50m One-Foot,N/A,Female 13-14,00:09.236,11,N/A
699,Saki Kaneko,800m,N/A,Female 13-14,02:24.681,8,N/A
699,Saki Kaneko,Downhill Gliding,N/A,Female 13-14,00:22.90,8,N/A
699,Saki Kaneko,Downhill Gliding,N/A,Expert Female,00:22.90,25,N/A
699,Saki Kaneko,IUF Slalom,N/A,Female 13-14,00:21.61,6,N/A
699,Saki Kaneko,Stillstand,N/A,Female 12-14,00:02.92,15,N/A
699,Saki Kaneko,Stillstand,N/A,Expert Female,00:02.92,47,N/A
699,Saki Kaneko,Track Coasting,N/A,Female 13-14,16.6m,4,N/A
699,Saki Kaneko,Track Coasting,N/A,Expert Female,16.6m,29,N/A
699,Saki Kaneko,30m Wheel Walk,N/A,Female 13-14,00:10.170,8,N/A
699,Saki Kaneko,4x100 Relay,334_397_637_699,0-14,01:00.610,2,N/A
699,Saki Kaneko,Slow Forward,N/A,Female 13-15,N/A,DQ,DQ
699,Saki Kaneko,10k Standard,N/A,Female 13-14,34:50.290,3,N/A
699,Saki Kaneko,10k Standard,N/A,Expert Female,34:50.290,10,N/A
699,Saki Kaneko,Slow Backward,N/A,Female 13-15,00:12.07,5,N/A
701,Byeongso Yu,100m,N/A,Male 50+,00:24.114,12,N/A
701,Byeongso Yu,400m,N/A,Male 50+,01:34.612,12,N/A
701,Byeongso Yu,800m,N/A,Male 50+,03:15.608,13,N/A
701,Byeongso Yu,Muni Uphill,N/A,Male 50+,N/A,DQ,DQ
701,Byeongso Yu,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
701,Byeongso Yu,IUF Slalom,N/A,Male 50+,N/A,DQ,DQ
701,Byeongso Yu,Muni Downhill Advanced,N/A,Male 50+,04:03.00,7,N/A
701,Byeongso Yu,Cyclocross Unlimited,N/A,Male 30+,N/A,DQ,DQ
701,Byeongso Yu,Cyclocross Unlimited,N/A,Expert Male,N/A,DQ,DQ
701,Byeongso Yu,10k Unlimited,N/A,Male 55+,31:06.765,1,N/A
701,Byeongso Yu,10k Unlimited,N/A,Expert Male,31:06.765,33,N/A
701,Byeongso Yu,Marathon Unlimited,N/A,Male 55+,N/A,DQ,DQ
701,Byeongso Yu,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
701,Byeongso Yu,Muni Cross Country Elite Unlimited,N/A,Male 30+,1:52:12,7,N/A
701,Byeongso Yu,Muni Cross Country Elite Unlimited,N/A,Expert Male,1:52:12,13,N/A
701,Byeongso Yu,100k Unlimited Solo,N/A,Male 55+,6:10:42 (4 laps),2,N/A
701,Byeongso Yu,100k Unlimited Solo,N/A,Expert Male,6:10:42 (4 laps),23,N/A
702,YoungHee Park,100m,N/A,Female 40+,N/A,DQ,DQ
702,YoungHee Park,400m,N/A,Female 40+,N/A,DQ,DQ
702,YoungHee Park,800m,N/A,Female 40+,03:18.965,5,N/A
702,YoungHee Park,IUF Slalom,N/A,Female 30+,N/A,DQ,DQ
702,YoungHee Park,10k Standard,N/A,Female 30+,N/A,DQ,DQ
702,YoungHee Park,10k Standard,N/A,Expert Female,N/A,DQ,DQ
702,YoungHee Park,Marathon Unlimited,N/A,Female 30+,N/A,DQ,DQ
702,YoungHee Park,Marathon Unlimited,N/A,Expert Female,N/A,DQ,DQ
703,Olivia Agerbo,Large Group,DFT Aspirant,Expert,N/A,10,N/A
703,Olivia Agerbo & Simone Meyrowitsch,Pairs Freestyle,N/A,15,N/A,11,N/A
704,Laura Philippe,Speed Trials Expert,N/A,Female,N/A,4,N/A
704,Laura Philippe,Long Jump,N/A,Female 15-18,130 cm,5,N/A
704,Laura Philippe,High Jump,N/A,Female 15-18,56 cm,1,N/A
704,Laura Philippe,Platform Long Jump,N/A,Female 0-18,150 cm,1,N/A
704,Laura Philippe,Trials,N/A,Female 18-20,30.0 pts,1,N/A
