Participant ID,Name,Competition,Team Name,Category,Detail,Place,Status
1,Robin Dunlop,Muni Downhill Advanced,N/A,Male 30-49,03:06.00,13,N/A
1,Robin Dunlop,Cyclocross Standard,N/A,Male 30-49,31:02.000 (3 laps),8,N/A
1,Robin Dunlop,Cyclocross Standard,N/A,Expert Male,31:02.000 (3 laps),56,N/A
1,Robin Dunlop,Muni Uphill,N/A,Male 30-49,25:37.20,10,N/A
1,Robin Dunlop,Muni Uphill,N/A,Expert Male,25:37.20,46,N/A
1,Robin Dunlop,Muni Cross Country Elite Standard,N/A,Male 30-49,1:17:11 (2 laps),8,N/A
1,Robin Dunlop,Muni Cross Country Elite Standard,N/A,Expert Male,1:17:11 (2 laps),44,N/A
3,Jason Ahn,50m One-Foot,N/A,Male 50+,N/A,DQ,DQ
3,Jason Ahn,30m Wheel Walk,N/A,Male 50+,N/A,DQ,DQ
6,Jaein Kim,Downhill Gliding,N/A,Male 30+,N/A,DQ,DQ
6,Jaein Kim,Downhill Gliding,N/A,Expert Male,N/A,DQ,DQ
6,Jaein Kim,30m Wheel Walk,N/A,Male 30-49,N/A,DQ,DQ
7,Nari Jeong,100m,N/A,Female 30-39,N/A,DQ,DQ
7,Nari Jeong,400m,N/A,Female 30-39,N/A,DQ,DQ
7,Nari Jeong,50m One-Foot,N/A,Female 30+,N/A,DQ,DQ
7,Nari Jeong,800m,N/A,Female 30-39,N/A,DQ,DQ
7,Nari Jeong,IUF Slalom,N/A,Female 30+,N/A,DQ,DQ
7,Nari Jeong,10k Standard,N/A,Female 30+,N/A,DQ,DQ
7,Nari Jeong,10k Standard,N/A,Expert Female,N/A,DQ,DQ
8,Ken Looi,100k Standard Solo,N/A,Male 23+,4:31:50 (4 laps),2,N/A
8,Ken Looi,100k Standard Solo,N/A,Expert Male,4:31:50 (4 laps),2,N/A
8,Ken Looi,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
8,Ken Looi,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
8,Ken Looi,Cyclocross Standard,N/A,Male 30-49,N/A,DQ,DQ
8,Ken Looi,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
8,Ken Looi,10k Standard,N/A,Male 40-49,33:07.184,1,N/A
8,Ken Looi,10k Standard,N/A,Expert Male,33:07.184,4,N/A
8,Ken Looi,Marathon Standard,N/A,Male 30+,1:44:51,1,N/A
8,Ken Looi,Marathon Standard,N/A,Expert Male,1:44:51,5,N/A
8,Ken Looi,Muni Cross Country Elite Standard,N/A,Male 30-49,1:21:10,5,N/A
8,Ken Looi,Muni Cross Country Elite Standard,N/A,Expert Male,1:21:10,28,N/A
9,Emma Kvist,Muni Uphill,N/A,Female 19+,N/A,DQ,DQ
9,Emma Kvist,Muni Uphill,N/A,Expert Female,N/A,DQ,DQ
9,Emma Kvist,Muni Downhill Advanced,N/A,Female 19+,02:42.00,9,N/A
9,Emma Kvist,Cyclocross Standard,N/A,Female 19-29,33:35.000 (4 laps),5,N/A
9,Emma Kvist,Cyclocross Standard,N/A,Expert Female,33:35.000 (4 laps),12,N/A
9,Emma Kvist,Muni Cross Country Elite Standard,N/A,Female 19+,N/A,DQ,DQ
9,Emma Kvist,Muni Cross Country Elite Standard,N/A,Expert Female,N/A,DQ,DQ
9,Emma Kvist,Trials,N/A,Female 21+,12.0 pts,3,N/A
11,Jan Vocke,Muni Uphill,N/A,Male 19-29,08:55.10,15,N/A
11,Jan Vocke,Muni Uphill,N/A,Expert Male,08:55.10,33,N/A
11,Jan Vocke & Philipp Schmid,Pairs Freestyle,N/A,23+,N/A,5,N/A
11,Jan Vocke,Individual Freestyle,N/A,18+ Male,N/A,3,N/A
11,Jan Vocke,100m,N/A,Male 19-29,00:14.990,10,N/A
11,Jan Vocke,400m,N/A,Male 19-29,01:05.548,12,N/A
11,Jan Vocke,50m One-Foot,N/A,Male 19-29,00:09.802,8,N/A
11,Jan Vocke,800m,N/A,Male 19-29,02:19.303,13,N/A
11,Jan Vocke,Downhill Gliding,N/A,Male 19-29,00:27.09,12,N/A
11,Jan Vocke,Downhill Gliding,N/A,Expert Male,00:27.09,28,N/A
11,Jan Vocke,IUF Slalom,N/A,Male 19-29,00:22.09,12,N/A
11,Jan Vocke,Stillstand,N/A,Male 19+,01:27.72,6,N/A
11,Jan Vocke,Stillstand,N/A,Expert Male,01:27.72,11,N/A
11,Jan Vocke,Track Coasting,N/A,Male 19+,101.2m,2,N/A
11,Jan Vocke,Track Coasting,N/A,Expert Male,101.2m,2,N/A
11,Jan Vocke,30m Wheel Walk,N/A,Male 19-29,00:11.577,6,N/A
11,Jan Vocke,4x100 Relay,11_190_191_203,15+,01:00.255,9,N/A
11,Jan Vocke,Muni Downhill Advanced,N/A,Male 19-29,02:21.00,23,N/A
11,Jan Vocke,Cyclocross Standard,N/A,Male 19-29,31:31.000 (4 laps),15,N/A
11,Jan Vocke,Cyclocross Standard,N/A,Expert Male,31:31.000 (4 laps),36,N/A
11,Jan Vocke,10k Standard,N/A,Male 19-29,34:53.957,3,N/A
11,Jan Vocke,10k Standard,N/A,Expert Male,34:53.957,14,N/A
11,Jan Vocke,Slow Forward,N/A,Male 16-29,00:20.91,7,N/A
11,Jan Vocke,Muni Cross Country Elite Standard,N/A,Male 19-29,1:13:11,11,N/A
11,Jan Vocke,Muni Cross Country Elite Standard,N/A,Expert Male,1:13:11,19,N/A
11,Jan Vocke,Rail Race,N/A,Male 22-29,N/A,DQ,DQ
11,Jan Vocke,Rail Race,N/A,Expert Male,N/A,DQ,DQ
11,Jan Vocke,Slow Backward,N/A,Male 16-29,00:11.59,5,N/A
11,Jan Vocke,X-Style Male 15+ Prelim. 1,N/A,N/A,7.0 pts,7,N/A
13,Corina Zünd,Muni Downhill Advanced,N/A,Female 19+,02:10.00,4,N/A
13,Corina Zünd,Long Jump,N/A,Female 19+,130 cm,4,N/A
13,Corina Zünd,High Jump,N/A,Female 19+,40 cm,4,N/A
13,Corina Zünd,Trials,N/A,Female 21+,8.0 pts,4,N/A
15,Mark Atkinson,100m,N/A,Male 50+,00:17.098,3,N/A
15,Mark Atkinson,400m,N/A,Male 50+,01:14.751,4,N/A
15,Mark Atkinson,50m One-Foot,N/A,Male 50+,00:15.144,2,N/A
15,Mark Atkinson,800m,N/A,Male 50+,02:30.645,1,N/A
15,Mark Atkinson,IUF Slalom,N/A,Male 50+,00:28.31,5,N/A
15,Mark Atkinson,10k Standard,N/A,Male 50+,38:20.681,1,N/A
15,Mark Atkinson,10k Standard,N/A,Expert Male,38:20.681,25,N/A
15,Mark Atkinson,Marathon Standard,N/A,Male 30+,2:04:59,3,N/A
15,Mark Atkinson,Marathon Standard,N/A,Expert Male,2:04:59,12,N/A
15,Mark Atkinson,100k Standard Team,Team Atkinson,All,4:54:11,5,N/A
16,Lauren Atkinson,100m,N/A,Female 15-18,00:16.995,19,N/A
16,Lauren Atkinson,400m,N/A,Female 15-18,01:11.529,17,N/A
16,Lauren Atkinson,50m One-Foot,N/A,Female 15-18,00:13.235,23,N/A
16,Lauren Atkinson,800m,N/A,Female 15-18,02:33.770,15,N/A
16,Lauren Atkinson,IUF Slalom,N/A,Female 15-18,00:25.37,24,N/A
16,Lauren Atkinson,10k Standard,N/A,Female 15-18,N/A,DQ,DQ
16,Lauren Atkinson,10k Standard,N/A,Expert Female,N/A,DQ,DQ
16,Lauren Atkinson,Marathon Standard,N/A,Female 15-20,2:07:23,3,N/A
16,Lauren Atkinson,Marathon Standard,N/A,Expert Female,2:07:23,7,N/A
16,Lauren Atkinson,100k Standard Team,Team Atkinson,All,4:54:11,5,N/A
16,Lauren Atkinson,10k Unlimited,N/A,Female 15-18,29:44.869,3,N/A
16,Lauren Atkinson,10k Unlimited,N/A,Expert Female,29:44.869,7,N/A
17,Andreas Schmack,10k Unlimited,N/A,Male 55+,35:29.360,2,N/A
17,Andreas Schmack,10k Unlimited,N/A,Expert Male,35:29.360,42,N/A
17,Andreas Schmack,Marathon Unlimited,N/A,Male 55+,2:39:54,5,N/A
17,Andreas Schmack,Marathon Unlimited,N/A,Expert Male,2:39:54,46,N/A
17,Andreas Schmack,100k Unlimited Solo,N/A,Male 55+,N/A,DQ,DQ
17,Andreas Schmack,100k Unlimited Solo,N/A,Expert Male,N/A,DQ,DQ
17,Andreas Schmack & Maleika Grün,100k Unlimited Team,N/A,All,N/A,DQ,DQ
18,Maleika Grün,10k Unlimited,N/A,Female 30+,42:06.276,3,N/A
18,Maleika Grün,10k Unlimited,N/A,Expert Female,42:06.276,19,N/A
18,Maleika Grün,Marathon Standard,N/A,Female 21+,N/A,DQ,DQ
18,Maleika Grün,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
18,Maleika Grün,Marathon Unlimited,N/A,Female 30+,2:52:56,3,N/A
18,Maleika Grün,Marathon Unlimited,N/A,Expert Female,2:52:56,9,N/A
18,Maleika Grün,100k Unlimited Solo,N/A,Female 26+,N/A,DQ,DQ
18,Maleika Grün,100k Unlimited Solo,N/A,Expert Female,N/A,DQ,DQ
18,Maleika Grün & Andreas Schmack,100k Unlimited Team,N/A,All,N/A,DQ,DQ
19,Michael Siegel,100m,N/A,Male 30-39,00:26.139,5,N/A
19,Michael Siegel,400m,N/A,Male 30-39,01:35.715,6,N/A
19,Michael Siegel,800m,N/A,Male 30-39,03:00.928,8,N/A
19,Michael Siegel,IUF Slalom,N/A,Male 30-49,N/A,DQ,DQ
19,Michael Siegel,10k Standard,N/A,Male 30-39,50:42.551,3,N/A
19,Michael Siegel,10k Standard,N/A,Expert Male,50:42.551,78,N/A
19,Michael Siegel,Marathon Unlimited,N/A,Male 30-39,N/A,DQ,DQ
19,Michael Siegel,Marathon Unlimited,N/A,Expert Male,N/A,DQ,DQ
19,Michael Siegel,Marathon Standard,N/A,Male 30+,3:22:41,7,N/A
19,Michael Siegel,Marathon Standard,N/A,Expert Male,3:22:41,20,N/A
20,Constance Cotter,10k Unlimited,N/A,Female 30+,39:44.916,2,N/A
20,Constance Cotter,10k Unlimited,N/A,Expert Female,39:44.916,17,N/A
20,Constance Cotter,Marathon Unlimited,N/A,Female 30+,2:36:38,2,N/A
20,Constance Cotter,Marathon Unlimited,N/A,Expert Female,2:36:38,8,N/A
20,Constance Cotter,100k Unlimited Team,Female redshirts + Jakob,All,4:53:49,2,N/A
20,Constance Cotter,Muni Cross Country Elite Standard,N/A,Female 19+,N/A,DQ,DQ
20,Constance Cotter,Muni Cross Country Elite Standard,N/A,Expert Female,N/A,DQ,DQ
20,Constance Cotter,Cyclocross Unlimited,N/A,Female 17+,N/A,DQ,DQ
20,Constance Cotter,Cyclocross Unlimited,N/A,Expert Female,N/A,DQ,DQ
20,Constance Cotter,Muni Downhill Advanced,N/A,Female 19+,N/A,DQ,DQ
23,Kysook Kim,400m,N/A,Female 40+,N/A,DQ,DQ
23,Kysook Kim,50m One-Foot,N/A,Female 30+,N/A,DQ,DQ
23,Kysook Kim,800m,N/A,Female 40+,02:56.472,2,N/A
23,Kysook Kim,30m Wheel Walk,N/A,Female 30+,00:20.784,6,N/A
23,Kysook Kim,Cyclocross Unlimited,N/A,Female 17+,N/A,DQ,DQ
23,Kysook Kim,Cyclocross Unlimited,N/A,Expert Female,N/A,DQ,DQ
23,Kysook Kim,10k Unlimited,N/A,Female 30+,N/A,DQ,DQ
23,Kysook Kim,10k Unlimited,N/A,Expert Female,N/A,DQ,DQ
23,Kysook Kim,100k Unlimited Team,Female redshirts + Jakob,All,4:53:49,2,N/A
23,Kysook Kim,Cyclocross Standard,N/A,Female 30+,28:47.000 (2 laps),5,N/A
23,Kysook Kim,Cyclocross Standard,N/A,Expert Female,28:47.000 (2 laps),40,N/A
25,Antoine ROBACHE,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
25,Antoine ROBACHE,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
25,Antoine ROBACHE,Muni Downhill Beginner,N/A,Male 30-49,N/A,DQ,DQ
25,Antoine ROBACHE,Muni Cross Country Beginner,N/A,Male 30-49,0:29:02,4,N/A
25,Antoine ROBACHE,Cyclocross Standard,N/A,Male 30-49,28:55.000 (3 laps),7,N/A
25,Antoine ROBACHE,Cyclocross Standard,N/A,Expert Male,28:55.000 (3 laps),53,N/A
25,Antoine ROBACHE,10k Unlimited,N/A,Male 30-39,N/A,DQ,DQ
25,Antoine ROBACHE,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
25,Antoine ROBACHE,Trials,N/A,Male 30+,14.0 pts,12,N/A
25,Antoine ROBACHE,Muni Downhill Advanced,N/A,Male 30-49,04:12.00,18,N/A
26,Corentin Berset,Individual Freestyle,N/A,Expert Male,N/A,11,N/A
26,Corentin Berset,X-Style Male 15+ Prelim. 2,N/A,N/A,6.0 pts,6,N/A
26,Corentin Berset,Downhill Gliding,N/A,Male 19-29,N/A,DQ,DQ
26,Corentin Berset,Downhill Gliding,N/A,Expert Male,N/A,DQ,DQ
26,Corentin Berset,Track Coasting,N/A,Male 19+,91.8m,3,N/A
26,Corentin Berset,Track Coasting,N/A,Expert Male,91.8m,3,N/A
26,Corentin Berset,Basketball A,Cycl'ass,N/A,2.0 pts,2,N/A
26,Corentin Berset,IUF Slalom,N/A,Male 19-29,N/A,DQ,DQ
27,Antonia Schwarze,Downhill Gliding,N/A,Female 19+,N/A,DQ,DQ
27,Antonia Schwarze,Downhill Gliding,N/A,Expert Female,N/A,DQ,DQ
27,Antonia Schwarze,Muni Downhill Advanced,N/A,Female 19+,03:38.00,16,N/A
27,Antonia Schwarze,10k Unlimited,N/A,Female 19-29,47:05.473,8,N/A
27,Antonia Schwarze,10k Unlimited,N/A,Expert Female,47:05.473,20,N/A
27,Antonia Schwarze,Muni Cross Country Beginner,N/A,Female 19-29,0:32:38,9,N/A
27,Antonia Schwarze,Cyclocross Standard,N/A,Female 19-29,33:29.000 (3 laps),15,N/A
27,Antonia Schwarze,Cyclocross Standard,N/A,Expert Female,33:29.000 (3 laps),30,N/A
27,Antonia Schwarze,Hockey B,Commonwealth,N/A,3.5 pts,4,N/A
29,Samuel Watson,Hockey A,Stachelbären,N/A,Stachelbären: 17 / Hong Kong:4,3,N/A
31,Dave Cox,Cyclocross Unlimited,N/A,Male 30+,N/A,DQ,DQ
31,Dave Cox,Cyclocross Unlimited,N/A,Expert Male,N/A,DQ,DQ
31,Dave Cox,10k Unlimited,N/A,Male 30-39,24:34.453,2,N/A
31,Dave Cox,10k Unlimited,N/A,Expert Male,24:34.453,11,N/A
31,Dave Cox,Marathon Unlimited,N/A,Male 30-39,1:40:23,2,N/A
31,Dave Cox,Marathon Unlimited,N/A,Expert Male,1:40:23,11,N/A
31,Dave Cox,100k Unlimited Solo,N/A,Male 30-39,4:06:44 (4 laps),3,N/A
31,Dave Cox,100k Unlimited Solo,N/A,Expert Male,4:06:44 (4 laps),11,N/A
32,Valesca von Usslar,Hockey B,Commonwealth,N/A,3.5 pts,4,N/A
32,Valesca von Usslar,Muni Downhill Advanced,N/A,Female 19+,03:37.00,15,N/A
32,Valesca von Usslar,Muni Cross Country Beginner,N/A,Female 19-29,0:35:06,14,N/A
32,Valesca von Usslar,Cyclocross Standard,N/A,Female 19-29,N/A,DQ,DQ
32,Valesca von Usslar,Cyclocross Standard,N/A,Expert Female,N/A,DQ,DQ
32,Valesca von Usslar,10k Unlimited,N/A,Female 19-29,N/A,DQ,DQ
32,Valesca von Usslar,10k Unlimited,N/A,Expert Female,N/A,DQ,DQ
32,Valesca von Usslar,Marathon Unlimited,N/A,Female 19-29,N/A,DQ,DQ
32,Valesca von Usslar,Marathon Unlimited,N/A,Expert Female,N/A,DQ,DQ
33,Dmitry Kovalenko,Long Jump,N/A,Male 30+,190 cm,3,N/A
33,Dmitry Kovalenko,High Jump,N/A,Male 30+,80 cm,3,N/A
33,Dmitry Kovalenko,Platform Long Jump,N/A,Male 19+,200 cm,16,N/A
33,Dmitry Kovalenko,Trials,N/A,Male 30+,36.0 pts,3,N/A
33,Dmitry Kovalenko,Speed Trials Beginner,N/A,Male 26+,00:10.75,2,N/A
33,Dmitry Kovalenko,Platform High Jump,N/A,Male 30+,74 cm,3,N/A
34,Egor Baksheev,Slow Forward,N/A,Male 30+,N/A,DQ,DQ
34,Egor Baksheev,Muni Uphill,N/A,Male 50+,N/A,DQ,DQ
34,Egor Baksheev,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
34,Egor Baksheev,100m,N/A,Male 50+,00:22.613,10,N/A
34,Egor Baksheev,400m,N/A,Male 50+,01:25.729,6,N/A
34,Egor Baksheev,50m One-Foot,N/A,Male 50+,00:19.935,4,N/A
34,Egor Baksheev,800m,N/A,Male 50+,03:01.339,8,N/A
34,Egor Baksheev,IUF Slalom,N/A,Male 50+,00:33.82,9,N/A
34,Egor Baksheev,Stillstand,N/A,Male 19+,00:06.02,16,N/A
34,Egor Baksheev,Stillstand,N/A,Expert Male,00:06.02,29,N/A
34,Egor Baksheev,Muni Downhill Advanced,N/A,Male 50+,03:53.00,6,N/A
34,Egor Baksheev,Cyclocross Standard,N/A,Male 50+,29:34.000 (3 laps),2,N/A
34,Egor Baksheev,Cyclocross Standard,N/A,Expert Male,29:34.000 (3 laps),54,N/A
34,Egor Baksheev,10k Unlimited,N/A,Male 50-54,N/A,DQ,DQ
34,Egor Baksheev,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
34,Egor Baksheev,Marathon Standard,N/A,Male 30+,N/A,DQ,DQ
34,Egor Baksheev,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
34,Egor Baksheev,Long Jump,N/A,Male 30+,135 cm,5,N/A
34,Egor Baksheev,High Jump,N/A,Male 30+,42 cm,6,N/A
34,Egor Baksheev,Platform Long Jump,N/A,Male 19+,155 cm,20,N/A
34,Egor Baksheev,Muni Cross Country Elite Standard,N/A,Male 50+,1:49:08,4,N/A
34,Egor Baksheev,Muni Cross Country Elite Standard,N/A,Expert Male,1:49:08,38,N/A
34,Egor Baksheev,Trials,N/A,Male 30+,21.0 pts,6,N/A
34,Egor Baksheev,Rail Race,N/A,Male 30+,N/A,DQ,DQ
34,Egor Baksheev,Rail Race,N/A,Expert Male,N/A,DQ,DQ
34,Egor Baksheev,Speed Trials Beginner,N/A,Male 26+,00:20.00,4,N/A
34,Egor Baksheev,Platform High Jump,N/A,Male 30+,59 cm,5,N/A
35,Aurélien  DESBOIS,Muni Cross Country Beginner,N/A,Male 19-29,0:31:54,5,N/A
35,Aurélien  DESBOIS,Cyclocross Standard,N/A,Male 19-29,30:32.000 (3 laps),25,N/A
35,Aurélien  DESBOIS,Cyclocross Standard,N/A,Expert Male,30:32.000 (3 laps),55,N/A
35,Aurélien  DESBOIS,10k Unlimited,N/A,Male 19-24,42:56.054,12,N/A
35,Aurélien  DESBOIS,10k Unlimited,N/A,Expert Male,42:56.054,54,N/A
36,Philipp Henestrosa,Marathon Standard,N/A,Male 21-29,N/A,DQ,DQ
36,Philipp Henestrosa,Marathon Standard,N/A,Expert Male,N/A,DQ,DQ
36,Philipp Henestrosa,Muni Cross Country Beginner,N/A,Male 19-29,N/A,DQ,DQ
36,Philipp Henestrosa,Cyclocross Standard,N/A,Male 19-29,N/A,DQ,DQ
36,Philipp Henestrosa,Cyclocross Standard,N/A,Expert Male,N/A,DQ,DQ
36,Philipp Henestrosa,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
36,Philipp Henestrosa,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
36,Philipp Henestrosa,X-Style Male 15+ Prelim. 2,N/A,N/A,N/A,DQ,DQ
36,Philipp Henestrosa,Downhill Gliding,N/A,Male 19-29,00:16.18,1,N/A
36,Philipp Henestrosa,Downhill Gliding,N/A,Expert Male,00:16.18,2,N/A
36,Philipp Henestrosa,Track Coasting,N/A,Male 19+,72.3m,4,N/A
36,Philipp Henestrosa,Track Coasting,N/A,Expert Male,72.3m,6,N/A
36,Philipp Henestrosa,Muni Downhill Beginner,N/A,Male 15-29,N/A,DQ,DQ
37,Yana Baksheeva,100m,N/A,Female 40+,00:26.072,9,N/A
37,Yana Baksheeva,400m,N/A,Female 40+,01:54.461,7,N/A
37,Yana Baksheeva,800m,N/A,Female 40+,03:41.279,7,N/A
37,Yana Baksheeva,Muni Downhill Beginner,N/A,Female 30+,0:11:47,6,N/A
37,Yana Baksheeva,Muni Cross Country Beginner,N/A,Female 30+,0:54:25,6,N/A
37,Yana Baksheeva,Cyclocross Standard,N/A,Female 30+,30:18.000 (2 laps),6,N/A
37,Yana Baksheeva,Cyclocross Standard,N/A,Expert Female,30:18.000 (2 laps),41,N/A
37,Yana Baksheeva,10k Unlimited,N/A,Female 30+,1:01:01.486,5,N/A
37,Yana Baksheeva,10k Unlimited,N/A,Expert Female,1:01:01.486,22,N/A
37,Yana Baksheeva,Marathon Standard,N/A,Female 21+,N/A,DQ,DQ
37,Yana Baksheeva,Marathon Standard,N/A,Expert Female,N/A,DQ,DQ
38,Grigory Baksheev,Muni Uphill,N/A,Male 0-14,N/A,DQ,DQ
38,Grigory Baksheev,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
38,Grigory Baksheev,100m,N/A,"Male 0-12 (24""), 24"" Wheel",00:22.984,37,N/A
38,Grigory Baksheev,400m,N/A,"Male 0-12 (24""), 24"" Wheel",01:49.781,43,N/A
38,Grigory Baksheev,800m,N/A,"Male 0-12 (24""), 24"" Wheel",03:14.440,39,N/A
38,Grigory Baksheev,IUF Slalom,N/A,"Male 0-12 (24""), 24"" Wheel",N/A,DQ,DQ
38,Grigory Baksheev,Muni Downhill Beginner,N/A,Male 0-14,0:07:09,4,N/A
38,Grigory Baksheev,Muni Cross Country Beginner,N/A,Male 0-14,1:05:22,12,N/A
38,Grigory Baksheev,Cyclocross Standard,N/A,Male 0-14,35:57.000 (3 laps),10,N/A
38,Grigory Baksheev,Cyclocross Standard,N/A,Expert Male,35:57.000 (3 laps),63,N/A
38,Grigory Baksheev,10k Standard,N/A,"Male 0-12, 24"" Wheel",52:08.723,25,N/A
38,Grigory Baksheev,10k Standard,N/A,Expert Male,52:08.723,86,N/A
40,Andrey Cheltsov,Muni Uphill,N/A,Male 30-49,N/A,DQ,DQ
40,Andrey Cheltsov,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
40,Andrey Cheltsov,50m One-Foot,N/A,Male 30-49,N/A,DQ,DQ
40,Andrey Cheltsov,IUF Slalom,N/A,Male 30-49,N/A,DQ,DQ
40,Andrey Cheltsov,Muni Downhill Advanced,N/A,Male 30-49,02:47.00,11,N/A
40,Andrey Cheltsov,Muni Cross Country Elite Standard,N/A,Male 30-49,1:37:14,6,N/A
40,Andrey Cheltsov,Muni Cross Country Elite Standard,N/A,Expert Male,1:37:14,34,N/A
40,Andrey Cheltsov,Trials,N/A,Male 30+,15.0 pts,8,N/A
40,Andrey Cheltsov,Rail Race,N/A,Male 30+,N/A,DQ,DQ
40,Andrey Cheltsov,Rail Race,N/A,Expert Male,N/A,DQ,DQ
40,Andrey Cheltsov,Speed Trials Beginner,N/A,Male 26+,00:20.28,5,N/A
42,Emilie PLESSIS,100m,N/A,Female 30-39,00:22.057,3,N/A
42,Emilie PLESSIS,400m,N/A,Female 30-39,01:29.732,3,N/A
42,Emilie PLESSIS,50m One-Foot,N/A,Female 30+,N/A,DQ,DQ
42,Emilie PLESSIS,800m,N/A,Female 30-39,03:16.125,3,N/A
42,Emilie PLESSIS,Muni Downhill Beginner,N/A,Female 30+,0:04:45,3,N/A
42,Emilie PLESSIS,Muni Cross Country Beginner,N/A,Female 30+,0:38:59,5,N/A
42,Emilie PLESSIS,IUF Slalom,N/A,Female 30+,00:35.13,10,N/A
42,Emilie PLESSIS,30m Wheel Walk,N/A,Female 30+,N/A,DQ,DQ
42,Emilie PLESSIS,Cyclocross Standard,N/A,Female 30+,37:00.000 (3 laps),3,N/A
42,Emilie PLESSIS,Cyclocross Standard,N/A,Expert Female,37:00.000 (3 laps),37,N/A
42,Emilie PLESSIS,10k Standard,N/A,Female 30+,49:53.944,8,N/A
42,Emilie PLESSIS,10k Standard,N/A,Expert Female,49:53.944,68,N/A
43,James Richardson,Muni Uphill,N/A,Male 30-49,14:51.00,8,N/A
43,James Richardson,Muni Uphill,N/A,Expert Male,14:51.00,42,N/A
43,James Richardson,Cyclocross Unlimited,N/A,Male 30+,N/A,DQ,DQ
43,James Richardson,Cyclocross Unlimited,N/A,Expert Male,N/A,DQ,DQ
43,James Richardson,Marathon Unlimited,N/A,Male 30-39,1:42:36,3,N/A
43,James Richardson,Marathon Unlimited,N/A,Expert Male,1:42:36,13,N/A
43,James Richardson,Muni Cross Country Elite Unlimited,N/A,Male 30+,N/A,DQ,DQ
43,James Richardson,Muni Cross Country Elite Unlimited,N/A,Expert Male,N/A,DQ,DQ
43,James Richardson,100k Unlimited Solo,N/A,Male 30-39,3:51:23 (4 laps),2,N/A
43,James Richardson,100k Unlimited Solo,N/A,Expert Male,3:51:23 (4 laps),6,N/A
43,James Richardson,Muni Cross Country Beginner,N/A,Male 30-49,0:30:19,6,N/A
45,Pierre-Gabriel GORZALA,Basketball A,Woom,N/A,1.0 pts,1,N/A
47,Dmitry Bibichkov,Muni Uphill,N/A,Male 19-29,N/A,DQ,DQ
47,Dmitry Bibichkov,Muni Uphill,N/A,Expert Male,N/A,DQ,DQ
47,Dmitry Bibichkov,Downhill Gliding,N/A,Male 19-29,00:25.21,11,N/A
47,Dmitry Bibichkov,Downhill Gliding,N/A,Expert Male,00:25.21,25,N/A
47,Dmitry Bibichkov,Track Coasting,N/A,Male 19+,37.1m,8,N/A
47,Dmitry Bibichkov,Track Coasting,N/A,Expert Male,37.1m,14,N/A
47,Dmitry Bibichkov,Muni Downhill Advanced,N/A,Male 19-29,02:09.00,19,N/A
47,Dmitry Bibichkov,Cyclocross Standard,N/A,Male 19-29,30:51.000 (4 laps),14,N/A
47,Dmitry Bibichkov,Cyclocross Standard,N/A,Expert Male,30:51.000 (4 laps),34,N/A
47,Dmitry Bibichkov,Basketball B,UDC Russia,N/A,N/A,4,N/A
47,Dmitry Bibichkov,10k Unlimited,N/A,Male 25-29,N/A,DQ,DQ
47,Dmitry Bibichkov,10k Unlimited,N/A,Expert Male,N/A,DQ,DQ
47,Dmitry Bibichkov,Muni Cross Country Elite Standard,N/A,Male 19-29,1:21:56,17,N/A
47,Dmitry Bibichkov,Muni Cross Country Elite Standard,N/A,Expert Male,1:21:56,29,N/A
47,Dmitry Bibichkov,Trials,N/A,Male 24-29,21.0 pts,9,N/A
47,Dmitry Bibichkov,Rail Race,N/A,Male 22-29,N/A,DQ,DQ
47,Dmitry Bibichkov,Rail Race,N/A,Expert Male,N/A,DQ,DQ
47,Dmitry Bibichkov,High Jump,N/A,Male 19-29,58 cm,26,N/A
47,Dmitry Bibichkov,Long Jump,N/A,Male 19-29,155 cm,18,N/A
47,Dmitry Bibichkov,Platform High Jump,N/A,Male 19-29,N/A,DQ,DQ
48,Stanislav Matveev,Muni Uphill,N/A,Male 30-49,03:35.70,1,N/A
48,Stanislav Matveev,Muni Uphill,N/A,Expert Male,03:35.70,7,N/A
48,Stanislav Matveev,Muni Downhill Advanced,N/A,Male 30-49,01:31.00,2,N/A
48,Stanislav Matveev,Cyclocross Standard,N/A,Male 30-49,32:41.000 (5 laps),1,N/A
48,Stanislav Matveev,Cyclocross Standard,N/A,Expert Male,32:41.000 (5 laps),9,N/A
48,Stanislav Matveev,Muni Cross Country Elite Standard,N/A,Male 30-49,1:01:38,1,N/A
48,Stanislav Matveev,Muni Cross Country Elite Standard,N/A,Expert Male,1:01:38,7,N/A
48,Stanislav Matveev,Trials,N/A,Male 30+,33.0 pts,4,N/A
